candidate,oof_brier_score,oof_log_loss,oof_accuracy,oof_ece_15,sealed_brier_score,sealed_log_loss,sealed_accuracy,sealed_ece_15,minimum_edge,minimum_confidence,maximum_share_cost,average_entry_second,average_share_cost,gross_loss,gross_profit,losing_trades,loss_recovery_wins,market_coverage,maximum_drawdown,net_pnl,profit_factor,stress_net_pnl,trades,win_rate,winning_trades
full_history_price_control,0.1747041715312594,0.5199192010295239,0.7340980992309473,0.00512389675161348,0.1617014595201603,0.4867734520035738,0.7578914233843811,0.010835143353532061,0.1,0.62,0.85,105.6677796327212,0.5034774791318865,1406.32957735554,1392.30525273028,572,1.1054292541221307,0.32448537378114845,157.7004174436202,-14.024324625260036,0.9900277112484319,-73.9243246252601,1198,0.5225375626043406,626
full_history_refprice_residual,0.17490049033067773,0.5204246677963905,0.7337943154193572,0.005787124254091491,0.16107442381655926,0.48582672692688395,0.7610392082223069,0.01735801410999027,0.01,0.62,0.8,91.64730728616684,0.576298479408659,2180.11952261542,2079.7265500843,783,1.487395162659528,0.5130010834236186,160.73303740876014,-100.39297253112005,0.9539507024776872,-195.09297253112013,1894,0.5865892291446674,1111
binance_flow,0.17593868879293034,0.5228650204886198,0.7318881936541856,0.004540142339934259,0.16398035744854883,0.49315478213352326,0.7535064859008521,0.01325870196272081,0.1,0.55,0.8,99.23556430446195,0.4689400656167979,1796.1224929823402,1730.97930041264,790,0.9640799385253247,0.41278439869989164,128.33869397481993,-65.14319256969999,0.9637312082977513,-141.34319256970005,1524,0.4816272965879265,734
kraken_crossvenue,0.17474069940901746,0.5200534136114675,0.7340786348219667,0.0065385070239769826,0.16144920025149204,0.48628793077700466,0.7570422535211268,0.013378422647520476,0.075,0.65,0.8,104.63253509496285,0.5471661932287366,1416.72643868678,1365.0699925442,533,1.3201812598714222,0.3280065005417118,162.11908007666017,-51.65644614258002,0.9635381646505712,-112.20644614258006,1211,0.5598678777869529,678
settlement_aligned_oracle,0.17494686392439088,0.5206535087848425,0.733781107427549,0.003769127125343116,0.1609230139426465,0.4851142725833097,0.7590846534508506,0.01560329061418493,0.075,0.68,0.8,106.12274024738345,0.5738870599429116,1199.34329104478,1172.7485538318,431,1.4711366780838457,0.28466955579631636,97.58395634070001,-26.59473721298003,0.977825583874478,-79.14473721298003,1051,0.5899143672692674,620
dual_venue_flow_agreement,0.17479386824218993,0.520106226611776,0.7340084239181438,0.006215538850631249,0.1616012749616615,0.4866758341438263,0.7592310620479634,0.01217812305588987,0.075,0.62,0.8,99.46747676912081,0.5306410007147964,1650.23336608206,1604.10356105278,636,1.2341853394359763,0.3789274106175515,153.51710051058006,-46.12980502928002,0.9720464959820803,-116.07980502928008,1399,0.5453895639742673,763
multivenue_consensus,0.17572045085905277,0.5224133476861937,0.7318478745212972,0.0034518675192399457,0.16423408526451713,0.4930411385293166,0.7531185031185031,0.013151776637216766,0.1,0.68,0.8,102.4186778593914,0.54717370409234,1118.4803891000402,1099.21563421518,415,1.3191058792242765,0.25812567713976164,79.61882976689996,-19.26475488486001,0.9827759564918602,-66.91475488486006,953,0.5645330535152151,538
time_specialist_ensemble,0.17627747534521218,0.5236358192548015,0.7313292870534569,0.004425478645601456,0.16161254480741477,0.48667898065619475,0.7579499868232262,0.01726496130105689,0.1,0.7,0.85,124.43844492440604,0.565624060475162,1046.3647518079601,1059.3524709161202,380,1.4192263426362042,0.25081256771397614,70.12962985068003,12.987719108159974,1.0124122291827198,-33.31228089184002,926,0.5896328293736501,546
